time,ax,ay,az,atotal
0.00893712043762207,-0.09,-0.02,-0.03,0.09
0.013486146926879883,-0.09,0.02,-0.15,0.17
0.023437023162841797,-0.01,0.01,-0.11,0.11
0.03328514099121094,0.02,-0.01,-0.03,0.03
0.043215274810791016,-0.03,-0.01,-0.03,0.04
0.053292274475097656,-0.05,0.0,-0.06,0.07
0.06457805633544922,-0.02,0.0,-0.08,0.08
0.09064102172851562,-0.01,0.0,-0.08,0.08
0.09135198593139648,-0.03,0.0,-0.05,0.05
0.09289216995239258,-0.02,-0.01,-0.04,0.04
0.10594415664672852,-0.01,-0.01,-0.05,0.05
0.11291217803955078,-0.02,0.0,-0.08,0.08
0.12276911735534668,-0.03,0.01,-0.08,0.08
0.13263607025146484,-0.03,0.0,-0.05,0.05
0.1428232192993164,-0.02,-0.01,-0.04,0.04
0.15264511108398438,-0.02,0.0,-0.07,0.07
0.16389131546020508,-0.02,0.0,-0.07,0.07
0.19384098052978516,-0.02,0.0,-0.07,0.07
0.19431400299072266,-0.03,0.0,-0.06,0.06
0.194594144821167,-0.03,0.0,-0.06,0.06
0.20215916633605957,-0.02,0.0,-0.06,0.06
0.21221017837524414,-0.03,0.0,-0.06,0.06
0.22205209732055664,-0.03,0.0,-0.06,0.06
0.23220419883728027,-0.02,0.0,-0.05,0.05
0.2421250343322754,-0.02,-0.01,-0.06,0.06
0.25203704833984375,-0.01,0.0,-0.08,0.08
0.2640652656555176,-0.03,-0.01,-0.06,0.06
0.29576611518859863,-0.03,0.0,-0.07,0.07
0.2961902618408203,-0.02,0.0,-0.06,0.06
0.2965421676635742,-0.02,0.0,-0.07,0.07
0.30156612396240234,-0.03,0.0,-0.07,0.07
0.31174516677856445,-0.02,0.0,-0.06,0.06
0.3215780258178711,-0.03,0.0,-0.06,0.06
0.3316349983215332,-0.03,0.0,-0.07,0.07
0.3415989875793457,-0.02,0.0,-0.07,0.07
0.35123610496520996,-0.02,0.0,-0.07,0.07
0.3634762763977051,-0.02,0.0,-0.06,0.06
0.39449310302734375,-0.03,0.0,-0.06,0.06
0.3948831558227539,-0.03,0.0,-0.07,0.07
0.3952140808105469,-0.02,0.0,-0.07,0.07
0.4014883041381836,-0.02,0.0,-0.07,0.07
0.41119813919067383,-0.03,0.0,-0.07,0.07
0.4210810661315918,-0.02,0.0,-0.06,0.06
0.43089818954467773,-0.02,0.0,-0.06,0.06
0.4409961700439453,-0.02,0.0,-0.07,0.07
0.4508821964263916,-0.03,0.0,-0.07,0.07
0.46282100677490234,-0.02,0.0,-0.07,0.07
0.4968421459197998,-0.03,0.0,-0.07,0.07
0.4971461296081543,-0.03,0.0,-0.07,0.07
0.49752211570739746,-0.03,0.0,-0.06,0.06
0.500521183013916,-0.02,0.0,-0.06,0.06
0.5105631351470947,-0.02,0.0,-0.07,0.07
0.5203521251678467,-0.03,0.0,-0.07,0.07
0.5305771827697754,-0.02,0.0,-0.06,0.06
0.5403842926025391,-0.03,0.0,-0.06,0.06
0.5504813194274902,-0.03,-0.01,-0.06,0.06
0.5621631145477295,-0.03,0.0,-0.06,0.06
0.595980167388916,-0.03,0.0,-0.06,0.06
0.5962619781494141,-0.03,0.0,-0.06,0.06
0.5966920852661133,-0.02,0.0,-0.06,0.06
0.5999231338500977,-0.03,0.0,-0.07,0.07
0.6100702285766602,-0.02,-0.01,-0.07,0.07
0.6198451519012451,-0.02,-0.01,-0.06,0.06
0.6298279762268066,-0.02,0.0,-0.06,0.06
0.6397931575775146,-0.03,0.0,-0.06,0.06
0.6499342918395996,-0.02,-0.01,-0.06,0.06
0.6616392135620117,-0.02,0.0,-0.06,0.06
0.697108268737793,-0.03,0.0,-0.06,0.06
0.6975491046905518,-0.02,0.0,-0.07,0.07
0.6978781223297119,-0.03,0.0,-0.07,0.07
0.6993851661682129,-0.03,0.0,-0.05,0.05
0.7094192504882812,-0.02,0.0,-0.06,0.06
0.7192230224609375,-0.02,-0.01,-0.07,0.07
0.7291812896728516,-0.02,-0.01,-0.07,0.07
0.7392110824584961,-0.02,0.0,-0.06,0.06
0.7492311000823975,-0.02,0.0,-0.06,0.06
0.7610282897949219,-0.02,0.0,-0.06,0.06
0.7975430488586426,-0.02,0.0,-0.06,0.06
0.7981052398681641,-0.03,0.0,-0.05,0.05
0.7985262870788574,-0.02,0.0,-0.07,0.07
0.7989251613616943,-0.02,0.01,-0.06,0.06
0.8087320327758789,-0.02,0.0,-0.06,0.06
0.8186860084533691,-0.03,0.0,-0.07,0.07
0.8286380767822266,-0.03,0.0,-0.07,0.07
0.8386611938476562,-0.02,0.0,-0.06,0.06
0.8484692573547363,-0.02,0.0,-0.06,0.06
0.8869531154632568,-0.02,0.0,-0.06,0.06
0.8875131607055664,-0.02,-0.01,-0.06,0.06
0.8885502815246582,-0.02,0.0,-0.05,0.05
0.8889951705932617,-0.01,-0.01,-0.06,0.06
0.8986272811889648,-0.01,0.01,-0.06,0.06
0.9083232879638672,-0.02,0.0,-0.07,0.07
0.9182720184326172,-0.03,0.0,-0.07,0.07
0.9282312393188477,-0.02,0.0,-0.07,0.07
0.9380340576171875,-0.03,0.0,-0.07,0.07
0.9482913017272949,-0.02,0.0,-0.06,0.06
0.9598541259765625,-0.03,0.0,-0.06,0.06
0.9680972099304199,-0.02,0.0,-0.06,0.06
0.9985451698303223,-0.02,0.0,-0.06,0.06
0.9990930557250977,-0.02,-0.01,-0.07,0.07
0.9995861053466797,-0.03,0.0,-0.06,0.06
1.007585048675537,-0.03,0.0,-0.07,0.07
1.0175271034240723,-0.03,-0.01,-0.06,0.06
1.0277142524719238,-0.02,0.0,-0.05,0.05
1.037405014038086,-0.02,0.0,-0.06,0.06
1.0474791526794434,-0.03,0.0,-0.07,0.07
1.0593490600585938,-0.03,-0.01,-0.06,0.06
1.0675251483917236,-0.02,0.0,-0.06,0.06
1.0980830192565918,-0.02,0.0,-0.06,0.06
1.0983662605285645,-0.02,0.0,-0.06,0.06
1.0986261367797852,-0.02,0.0,-0.06,0.06
1.107344150543213,-0.02,0.0,-0.07,0.07
1.1170120239257812,-0.02,0.01,-0.06,0.06
1.127096176147461,-0.02,0.0,-0.07,0.07
1.1369411945343018,-0.02,0.0,-0.07,0.07
1.1468729972839355,-0.03,-0.01,-0.07,0.07
1.1586790084838867,-0.03,0.0,-0.06,0.06
1.1668651103973389,-0.02,0.0,-0.06,0.06
1.1984400749206543,-0.02,-0.01,-0.06,0.06
1.1988110542297363,-0.03,-0.01,-0.06,0.06
1.1992831230163574,-0.02,0.0,-0.07,0.07
1.2063491344451904,-0.02,0.0,-0.07,0.07
1.2163772583007812,-0.02,-0.01,-0.07,0.07
1.2264680862426758,-0.01,0.0,-0.06,0.06
1.2362771034240723,-0.03,0.0,-0.07,0.07
1.2463271617889404,-0.02,0.01,-0.06,0.06
1.2580289840698242,-0.02,0.0,-0.07,0.07
1.266266107559204,-0.02,-0.01,-0.07,0.07
1.2988471984863281,-0.02,0.0,-0.05,0.05
1.2992281913757324,-0.02,0.0,-0.06,0.06
1.2995030879974365,-0.02,0.0,-0.06,0.06
1.3056793212890625,-0.02,0.0,-0.05,0.05
1.3158941268920898,-0.02,0.01,-0.05,0.05
1.3258531093597412,-0.02,0.0,-0.06,0.06
1.335665225982666,-0.02,0.0,-0.07,0.07
1.3455772399902344,-0.02,0.0,-0.06,0.06
1.3568141460418701,-0.01,0.0,-0.06,0.06
1.3657641410827637,-0.02,0.0,-0.07,0.07
